arm,mapping,held_out,seed,auc,prauc,n_train,n_train_normal,n_test,prevalence,n_eff,epochs,cls_epochs,exact,d_loss_final,pseudo_rate,pseudo_agrees_with_truth
mean_distance,arccosh,COVID-19,0,0.6819399350649351,0.7083866898725825,1145,617,444,0.4954954954954955,13.875,5,20,True,,,
mean_distance,arccosh,Russia-Ukraine,0,0.6337344720496895,0.6390061205741304,1209,657,380,0.5157894736842106,11.875,5,20,True,,,
mean_distance,arccosh,Chinese,0,0.6495109408087123,0.6359686739694507,1143,606,446,0.4730941704035874,13.9375,5,20,True,,,
mean_distance,arccosh,Iran 2025,0,0.3195592286501377,0.3582286004915901,1270,643,319,0.3793103448275862,9.96875,5,20,True,,,
mean_distance,exponential,COVID-19,0,0.7038758116883117,0.6847185558695003,1145,617,444,0.4954954954954955,13.875,5,20,True,,,
mean_distance,exponential,Russia-Ukraine,0,0.6973436113575865,0.736548153551948,1209,657,380,0.5157894736842106,11.875,5,20,True,,,
mean_distance,exponential,Chinese,0,0.4960572753857013,0.4755930181507282,1143,606,446,0.4730941704035874,13.9375,5,20,True,,,
mean_distance,exponential,Iran 2025,0,0.4523749895650722,0.4151168914901957,1270,643,319,0.3793103448275862,9.96875,5,20,True,,,
classifier,cosine,COVID-19,0,0.5926542207792208,0.6503846593395269,1145,617,444,0.4954954954954955,13.875,5,20,False,,,
classifier,cosine,Russia-Ukraine,0,0.602068544809228,0.6698740703325128,1209,657,380,0.5157894736842106,11.875,5,20,False,,,
classifier,cosine,Chinese,0,0.6116567510335787,0.5644469227790576,1143,606,446,0.4730941704035874,13.9375,5,20,False,,,
classifier,cosine,Iran 2025,0,0.5600217046498038,0.4974390023203905,1270,643,319,0.3793103448275862,9.96875,5,20,False,,,
classifier,arctan,COVID-19,0,0.5481128246753246,0.5501366611555266,1145,617,444,0.4954954954954955,13.875,5,20,False,,,
classifier,arctan,Russia-Ukraine,0,0.39271850044365575,0.48425321177257064,1209,657,380,0.5157894736842106,11.875,5,20,False,,,
classifier,arctan,Chinese,0,0.597721085005546,0.5897152172539631,1143,606,446,0.4730941704035874,13.9375,5,20,False,,,
classifier,arctan,Iran 2025,0,0.4822606227564905,0.37476055748332265,1270,643,319,0.3793103448275862,9.96875,5,20,False,,,
classifier,arccosh,COVID-19,0,0.514549512987013,0.5134776985696536,1145,617,444,0.4954954954954955,13.875,5,20,False,,,
classifier,arccosh,Russia-Ukraine,0,0.5370175244010648,0.5337888033043171,1209,657,380,0.5157894736842106,11.875,5,20,False,,,
classifier,arccosh,Chinese,0,0.526852878894827,0.5031948048627308,1143,606,446,0.4730941704035874,13.9375,5,20,False,,,
classifier,arccosh,Iran 2025,0,0.418732782369146,0.3722591955323913,1270,643,319,0.3793103448275862,9.96875,5,20,False,,,
classifier,exponential,COVID-19,0,0.6367288961038962,0.5939902738120418,1145,617,444,0.4954954954954955,13.875,5,20,False,,,
classifier,exponential,Russia-Ukraine,0,0.6739130434782609,0.743231007315888,1209,657,380,0.5157894736842106,11.875,5,20,False,,,
classifier,exponential,Chinese,0,0.47536553393163256,0.47053244377838543,1143,606,446,0.4730941704035874,13.9375,5,20,False,,,
classifier,exponential,Iran 2025,0,0.6250104349277903,0.47919345028113836,1270,643,319,0.3793103448275862,9.96875,5,20,False,,,
fanogan_paper,cosine,COVID-19,0,0.5038555194805194,0.5257392038162365,1145,617,444,0.4954954954954955,13.875,5,20,False,-21.950170516967773,,
fanogan_paper,cosine,Russia-Ukraine,0,0.5023846495119787,0.5251229245227979,1209,657,380,0.5157894736842106,11.875,5,20,False,-21.115272521972656,,
fanogan_paper,cosine,Chinese,0,0.42825451245336293,0.41740531943685105,1143,606,446,0.4730941704035874,13.9375,5,20,False,-22.380271911621094,,
fanogan_paper,cosine,Iran 2025,0,0.4596376993071208,0.362603676626253,1270,643,319,0.3793103448275862,9.96875,5,20,False,-20.984331130981445,,
fanogan_paper,arctan,COVID-19,0,0.5687297077922078,0.6352613698904559,1145,617,444,0.4954954954954955,13.875,5,20,False,-3.7530741691589355,,
fanogan_paper,arctan,Russia-Ukraine,0,0.4849157054125998,0.5760234767068332,1209,657,380,0.5157894736842106,11.875,5,20,False,-3.985272169113159,,
fanogan_paper,arctan,Chinese,0,0.6011092064132298,0.5405519235860458,1143,606,446,0.4730941704035874,13.9375,5,20,False,-5.791475296020508,,
fanogan_paper,arctan,Iran 2025,0,0.41493446865347694,0.3126549311699899,1270,643,319,0.3793103448275862,9.96875,5,20,False,-2.7944631576538086,,
fanogan_paper,arccosh,COVID-19,0,0.5156047077922078,0.4922219323661231,1145,617,444,0.4954954954954955,13.875,5,20,False,-16.2028751373291,,
fanogan_paper,arccosh,Russia-Ukraine,0,0.6127440106477373,0.6543043967878874,1209,657,380,0.5157894736842106,11.875,5,20,False,-8.255260467529297,,
fanogan_paper,arccosh,Chinese,0,0.5574468085106383,0.528617625875021,1143,606,446,0.4730941704035874,13.9375,5,20,False,-17.198745727539062,,
fanogan_paper,arccosh,Iran 2025,0,0.4625594790884047,0.3793712958548548,1270,643,319,0.3793103448275862,9.96875,5,20,False,-15.6865873336792,,
fanogan_paper,exponential,COVID-19,0,0.4628652597402597,0.4993706961362123,1145,617,444,0.4954954954954955,13.875,5,20,False,-16.32705307006836,,
fanogan_paper,exponential,Russia-Ukraine,0,0.43467169476486245,0.480270550194835,1209,657,380,0.5157894736842106,11.875,5,20,False,-16.041690826416016,,
fanogan_paper,exponential,Chinese,0,0.4577997378239387,0.4446043170106157,1143,606,446,0.4730941704035874,13.9375,5,20,False,-15.212002754211426,,
fanogan_paper,exponential,Iran 2025,0,0.426287670089323,0.35964672764249533,1270,643,319,0.3793103448275862,9.96875,5,20,False,-16.492862701416016,,
fanogan_compact,cosine,COVID-19,0,0.40454545454545454,0.45123680593640453,1145,617,444,0.4954954954954955,13.875,5,20,False,-33.8672981262207,,
fanogan_compact,cosine,Russia-Ukraine,0,0.41079747116237797,0.46116594907517594,1209,657,380,0.5157894736842106,11.875,5,20,False,-32.384971618652344,,
fanogan_compact,cosine,Chinese,0,0.45249571442976705,0.421721054196989,1143,606,446,0.4730941704035874,13.9375,5,20,False,-32.562461853027344,,
fanogan_compact,cosine,Iran 2025,0,0.5107271057684281,0.39701059884322387,1270,643,319,0.3793103448275862,9.96875,5,20,False,-33.094749450683594,,
fanogan_compact,arctan,COVID-19,0,0.5024553571428572,0.5285637751939442,1145,617,444,0.4954954954954955,13.875,5,20,False,-21.061851501464844,,
fanogan_compact,arctan,Russia-Ukraine,0,0.671583850931677,0.7311323598347589,1209,657,380,0.5157894736842106,11.875,5,20,False,-19.516740798950195,,
fanogan_compact,arctan,Chinese,0,0.4000605021679944,0.41609213812959484,1143,606,446,0.4730941704035874,13.9375,5,20,False,-19.185874938964844,,
fanogan_compact,arctan,Iran 2025,0,0.5841472577009768,0.43912654631328174,1270,643,319,0.3793103448275862,9.96875,5,20,False,-19.09866714477539,,
fanogan_compact,arccosh,COVID-19,0,0.4975040584415584,0.6119842657406288,1145,617,444,0.4954954954954955,13.875,5,20,False,-15.490609169006348,,
fanogan_compact,arccosh,Russia-Ukraine,0,0.37436224489795916,0.4823453412524792,1209,657,380,0.5157894736842106,11.875,5,20,False,-17.314985275268555,,
fanogan_compact,arccosh,Chinese,0,0.6297468992638903,0.5769056623847588,1143,606,446,0.4730941704035874,13.9375,5,20,False,-17.91014289855957,,
fanogan_compact,arccosh,Iran 2025,0,0.40370648635111445,0.3106686737537279,1270,643,319,0.3793103448275862,9.96875,5,20,False,-16.732934951782227,,
fanogan_compact,exponential,COVID-19,0,0.32723214285714286,0.41762310282890786,1145,617,444,0.4954954954954955,13.875,5,20,False,-27.278562545776367,,
fanogan_compact,exponential,Russia-Ukraine,0,0.43453305235137535,0.4840880989380561,1209,657,380,0.5157894736842106,11.875,5,20,False,-28.96196746826172,,
fanogan_compact,exponential,Chinese,0,0.6139356660280326,0.578483500425443,1143,606,446,0.4730941704035874,13.9375,5,20,False,-28.975597381591797,,
fanogan_compact,exponential,Iran 2025,0,0.39060021704649805,0.30655120771787825,1270,643,319,0.3793103448275862,9.96875,5,20,False,-27.848724365234375,,
pseudo,cosine,COVID-19,0,0.39673295454545454,0.44072656604230026,1145,617,444,0.4954954954954955,13.875,5,20,False,-33.8672981262207,0.050655021834061134,0.5231441048034935
pseudo,cosine,Russia-Ukraine,0,0.41379214729370006,0.5016159035932821,1209,657,380,0.5157894736842106,11.875,5,20,False,-32.384971618652344,0.050454921422663356,0.5244003308519437
pseudo,cosine,Chinese,0,0.40342845618634665,0.40606789870460297,1143,606,446,0.4730941704035874,13.9375,5,20,False,-32.562461853027344,0.05074365704286964,0.5231846019247594
pseudo,cosine,Iran 2025,0,0.4696552299858085,0.4042164864681823,1270,643,319,0.3793103448275862,9.96875,5,20,False,-33.094749450683594,0.050393700787401574,0.484251968503937
pseudo,arctan,COVID-19,0,0.5005073051948052,0.5246561384894047,1145,617,444,0.4954954954954955,13.875,5,20,False,-21.061851501464844,0.050655021834061134,0.5545851528384279
pseudo,arctan,Russia-Ukraine,0,0.6795419254658385,0.7413213768926706,1209,657,380,0.5157894736842106,11.875,5,20,False,-19.516740798950195,0.050454921422663356,0.544251447477254
pseudo,arctan,Chinese,0,0.42613693657356055,0.4349103806877561,1143,606,446,0.4730941704035874,13.9375,5,20,False,-19.185874938964844,0.05074365704286964,0.5441819772528433
pseudo,arctan,Iran 2025,0,0.5994657316971367,0.4462412641034014,1270,643,319,0.3793103448275862,9.96875,5,20,False,-19.09866714477539,0.050393700787401574,0.5251968503937008
pseudo,arccosh,COVID-19,0,0.46917613636363636,0.5730083684696414,1145,617,444,0.4954954954954955,13.875,5,20,False,-15.490609169006348,0.050655021834061134,0.5336244541484716
pseudo,arccosh,Russia-Ukraine,0,0.32345275066548357,0.43041861877186877,1209,657,380,0.5157894736842106,11.875,5,20,False,-17.314985275268555,0.050454921422663356,0.5690653432588917
pseudo,arccosh,Chinese,0,0.5827770495109408,0.5360720106912986,1143,606,446,0.4730941704035874,13.9375,5,20,False,-17.91014289855957,0.05074365704286964,0.5686789151356081
pseudo,arccosh,Iran 2025,0,0.4453209783788296,0.33527811798653046,1270,643,319,0.3793103448275862,9.96875,5,20,False,-16.732934951782227,0.050393700787401574,0.5393700787401575
pseudo,exponential,COVID-19,0,0.3469967532467532,0.3965343293478836,1145,617,444,0.4954954954954955,13.875,5,20,False,-27.278562545776367,0.050655021834061134,0.519650655021834
pseudo,exponential,Russia-Ukraine,0,0.662488908606921,0.7037548377787871,1209,657,380,0.5157894736842106,11.875,5,20,False,-28.96196746826172,0.050454921422663356,0.5409429280397022
pseudo,exponential,Chinese,0,0.6438237370172432,0.6091690001547015,1143,606,446,0.4730941704035874,13.9375,5,20,False,-28.975597381591797,0.05074365704286964,0.5161854768153981
pseudo,exponential,Iran 2025,0,0.5958761165372736,0.4391829901904209,1270,643,319,0.3793103448275862,9.96875,5,20,False,-27.848724365234375,0.050393700787401574,0.5125984251968504
