episode,asset,method,mapping,n_windows,n_positive,n_negative,prevalence,auc,pr_auc,pr_auc_random,rank_metrics_valid,shipped_TP,shipped_FP,shipped_FN,shipped_TN,shipped_precision,shipped_recall,shipped_f1,shipped_balanced_acc,shipped_accuracy,shipped_fpr,far_tau,far_control,matched_TP,matched_FP,matched_FN,matched_TN,matched_precision,matched_recall,matched_f1,matched_balanced_acc,matched_accuracy,matched_fpr
Russia-Ukraine,USOIL,standalone_fanogan,exponential,125,65,60,0.52,0.8174,0.8741,0.52,True,24,0,41,60,1.0,0.3692,0.5393,0.6846,0.672,0.0,0.3991,0.0938,1.0,0.0,64.0,60.0,1.0,0.0154,0.0303,0.5077,0.488,0.0
Russia-Ukraine,GOLD,standalone_fanogan,exponential,125,65,60,0.52,0.481,0.4868,0.52,True,9,13,56,47,0.4091,0.1385,0.2069,0.4609,0.448,0.2167,0.2309,0.0938,4.0,10.0,61.0,50.0,0.2857,0.0615,0.1013,0.4474,0.432,0.1667
Russia-Ukraine,EURUSD,standalone_fanogan,exponential,130,66,64,0.5077,0.4152,0.516,0.5077,True,17,17,49,47,0.5,0.2576,0.34,0.496,0.4923,0.2656,0.2059,0.0985,13.0,9.0,53.0,55.0,0.5909,0.197,0.2955,0.5282,0.5231,0.1406
Russia-Ukraine,USOIL,tranad,exponential,125,65,60,0.52,0.7672,0.8114,0.52,True,7,0,58,60,1.0,0.1077,0.1944,0.5538,0.536,0.0,0.0344,0.0938,58.0,41.0,7.0,19.0,0.5859,0.8923,0.7073,0.6045,0.616,0.6833
Russia-Ukraine,GOLD,tranad,exponential,125,65,60,0.52,0.3277,0.41,0.52,True,1,2,64,58,0.3333,0.0154,0.0294,0.491,0.472,0.0333,0.034,0.0938,48.0,49.0,17.0,11.0,0.4948,0.7385,0.5926,0.4609,0.472,0.8167
Russia-Ukraine,EURUSD,tranad,exponential,130,66,64,0.5077,0.4134,0.5161,0.5077,True,1,0,65,64,1.0,0.0152,0.0299,0.5076,0.5,0.0,0.0271,0.0985,62.0,62.0,4.0,2.0,0.5,0.9394,0.6526,0.4853,0.4923,0.9688
Russia-Ukraine,USOIL,usad,exponential,125,65,60,0.52,0.2018,0.4211,0.52,True,0,0,65,60,,0.0,,0.5,0.48,0.0,1.6823,0.0938,0.0,0.0,65.0,60.0,,0.0,,0.5,0.48,0.0
Russia-Ukraine,GOLD,usad,exponential,125,65,60,0.52,0.3164,0.4437,0.52,True,1,1,64,59,0.5,0.0154,0.0299,0.4994,0.48,0.0167,1.5027,0.0938,2.0,4.0,63.0,56.0,0.3333,0.0308,0.0563,0.4821,0.464,0.0667
Russia-Ukraine,EURUSD,usad,exponential,130,66,64,0.5077,0.5099,0.5085,0.5077,True,2,7,64,57,0.2222,0.0303,0.0533,0.4605,0.4538,0.1094,1.5211,0.0985,5.0,9.0,61.0,55.0,0.3571,0.0758,0.125,0.4676,0.4615,0.1406
Russia-Ukraine,USOIL,vae,exponential,125,65,60,0.52,0.87,0.9166,0.52,True,28,0,37,60,1.0,0.4308,0.6022,0.7154,0.704,0.0,0.6237,0.0938,0.0,0.0,65.0,60.0,,0.0,,0.5,0.48,0.0
Russia-Ukraine,GOLD,vae,exponential,125,65,60,0.52,0.5882,0.588,0.52,True,3,2,62,58,0.6,0.0462,0.0857,0.5064,0.488,0.0333,,,,,,,,,,,,
Russia-Ukraine,EURUSD,vae,exponential,130,66,64,0.5077,0.4145,0.4674,0.5077,True,2,1,64,63,0.6667,0.0303,0.058,0.5073,0.5,0.0156,,,,,,,,,,,,
Chinese real estate,USOIL,anomaly_transformer,exponential,147,70,77,0.4762,0.4455,0.4964,0.4762,True,34,34,36,43,0.5,0.4857,0.4928,0.5221,0.5238,0.4416,0.011,0.0938,4.0,4.0,66.0,73.0,0.5,0.0571,0.1026,0.5026,0.5238,0.0519
Chinese real estate,GOLD,anomaly_transformer,exponential,147,70,77,0.4762,0.328,0.4254,0.4762,True,25,52,45,25,0.3247,0.3571,0.3401,0.3409,0.3401,0.6753,0.0016,0.0938,14.0,26.0,56.0,51.0,0.35,0.2,0.2545,0.4312,0.4422,0.3377
Chinese real estate,EURUSD,anomaly_transformer,exponential,152,71,81,0.4671,0.3612,0.4779,0.4671,True,20,34,51,47,0.3704,0.2817,0.32,0.431,0.4408,0.4198,0.0033,0.0985,11.0,6.0,60.0,75.0,0.6471,0.1549,0.25,0.5404,0.5658,0.0741
Chinese real estate,USOIL,autoencoder,exponential,147,70,77,0.4762,0.3401,0.3769,0.4762,True,16,31,54,46,0.3404,0.2286,0.2735,0.413,0.4218,0.4026,0.3026,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,GOLD,autoencoder,exponential,147,70,77,0.4762,0.341,0.4536,0.4762,True,20,34,50,43,0.3704,0.2857,0.3226,0.4221,0.4286,0.4416,,,,,,,,,,,,
Chinese real estate,EURUSD,autoencoder,exponential,152,71,81,0.4671,0.3629,0.409,0.4671,True,6,12,65,69,0.3333,0.0845,0.1348,0.4682,0.4934,0.1481,,,,,,,,,,,,
Chinese real estate,USOIL,cnn_autoencoder,exponential,147,70,77,0.4762,0.2642,0.348,0.4762,True,0,0,70,77,,0.0,,0.5,0.5238,0.0,0.0295,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,GOLD,cnn_autoencoder,exponential,147,70,77,0.4762,0.2878,0.3605,0.4762,True,0,0,70,77,,0.0,,0.5,0.5238,0.0,,,,,,,,,,,,
Chinese real estate,EURUSD,cnn_autoencoder,exponential,152,71,81,0.4671,0.5034,0.5392,0.4671,True,0,0,71,81,,0.0,,0.5,0.5329,0.0,,,,,,,,,,,,
Chinese real estate,USOIL,dagmm,exponential,147,70,77,0.4762,0.4421,0.4611,0.4762,True,1,1,69,76,0.5,0.0143,0.0278,0.5006,0.5238,0.013,10.8457,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,GOLD,dagmm,exponential,147,70,77,0.4762,0.3891,0.4446,0.4762,True,2,1,68,76,0.6667,0.0286,0.0548,0.5078,0.5306,0.013,2.6027,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,EURUSD,dagmm,exponential,152,71,81,0.4671,0.4611,0.4454,0.4671,True,7,12,64,69,0.3684,0.0986,0.1556,0.4752,0.5,0.1481,1.7849,0.0985,6.0,11.0,65.0,70.0,0.3529,0.0845,0.1364,0.4744,0.5,0.1358
Chinese real estate,USOIL,deep_svdd,exponential,147,70,77,0.4762,0.3764,0.3988,0.4762,True,9,18,61,59,0.3333,0.1286,0.1856,0.4474,0.4626,0.2338,0.001,0.0938,1.0,4.0,69.0,73.0,0.2,0.0143,0.0267,0.4812,0.5034,0.0519
Chinese real estate,GOLD,deep_svdd,exponential,147,70,77,0.4762,0.3213,0.3875,0.4762,True,8,14,62,63,0.3636,0.1143,0.1739,0.4662,0.483,0.1818,0.0008,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,EURUSD,deep_svdd,exponential,152,71,81,0.4671,0.5036,0.5376,0.4671,True,10,4,61,77,0.7143,0.1408,0.2353,0.5457,0.5724,0.0494,0.0005,0.0985,4.0,1.0,67.0,80.0,0.8,0.0563,0.1053,0.522,0.5526,0.0123
Chinese real estate,USOIL,hybrid2,arccosh,147,70,77,0.4762,0.5011,0.5211,0.4762,True,2,0,68,77,1.0,0.0286,0.0556,0.5143,0.5374,0.0,0.0452,0.0938,66.0,75.0,4.0,2.0,0.4681,0.9429,0.6256,0.4844,0.4626,0.974
Chinese real estate,GOLD,hybrid2,arccosh,147,70,77,0.4762,0.3232,0.3778,0.4762,True,3,8,67,69,0.2727,0.0429,0.0741,0.4695,0.4898,0.1039,0.1531,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,EURUSD,hybrid2,arccosh,152,71,81,0.4671,0.3384,0.3796,0.4671,True,1,3,70,78,0.25,0.0141,0.0267,0.4885,0.5197,0.037,0.024,0.0985,0.0,0.0,71.0,81.0,,0.0,,0.5,0.5329,0.0
Chinese real estate,USOIL,hybrid2,arctan,147,70,77,0.4762,0.2722,0.3651,0.4762,True,1,2,69,75,0.3333,0.0143,0.0274,0.4942,0.517,0.026,0.0148,0.0938,3.0,8.0,67.0,69.0,0.2727,0.0429,0.0741,0.4695,0.4898,0.1039
Chinese real estate,GOLD,hybrid2,arctan,147,70,77,0.4762,0.2647,0.3549,0.4762,True,0,2,70,75,0.0,0.0,,0.487,0.5102,0.026,0.0144,0.0938,0.0,1.0,70.0,76.0,0.0,0.0,,0.4935,0.517,0.013
Chinese real estate,EURUSD,hybrid2,arctan,152,71,81,0.4671,0.4726,0.5227,0.4671,True,2,1,69,80,0.6667,0.0282,0.0541,0.5079,0.5395,0.0123,0.0104,0.0985,4.0,1.0,67.0,80.0,0.8,0.0563,0.1053,0.522,0.5526,0.0123
Chinese real estate,USOIL,hybrid2,cosine,147,70,77,0.4762,0.3362,0.4017,0.4762,True,3,1,67,76,0.75,0.0429,0.0811,0.5149,0.5374,0.013,0.131,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,GOLD,hybrid2,cosine,147,70,77,0.4762,0.3499,0.3888,0.4762,True,2,4,68,73,0.3333,0.0286,0.0526,0.4883,0.5102,0.0519,0.1673,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,EURUSD,hybrid2,cosine,152,71,81,0.4671,0.5728,0.513,0.4671,True,2,3,69,78,0.4,0.0282,0.0526,0.4956,0.5263,0.037,0.1596,0.0985,62.0,61.0,9.0,20.0,0.5041,0.8732,0.6392,0.5601,0.5395,0.7531
Chinese real estate,USOIL,hybrid2,exponential,147,70,77,0.4762,0.3683,0.3946,0.4762,True,2,10,68,67,0.1667,0.0286,0.0488,0.4494,0.4694,0.1299,0.3991,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,GOLD,hybrid2,exponential,147,70,77,0.4762,0.3291,0.4207,0.4762,True,7,14,63,63,0.3333,0.1,0.1538,0.4591,0.4762,0.1818,0.2309,0.0938,4.0,8.0,66.0,69.0,0.3333,0.0571,0.0976,0.4766,0.4966,0.1039
Chinese real estate,EURUSD,hybrid2,exponential,152,71,81,0.4671,0.4171,0.403,0.4671,True,1,9,70,72,0.1,0.0141,0.0247,0.4515,0.4803,0.1111,0.2059,0.0985,1.0,6.0,70.0,75.0,0.1429,0.0141,0.0256,0.47,0.5,0.0741
Chinese real estate,USOIL,isolation_forest,exponential,147,70,77,0.4762,0.42,0.501,0.4762,True,4,0,66,77,1.0,0.0571,0.1081,0.5286,0.551,0.0,0.6305,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,GOLD,isolation_forest,exponential,147,70,77,0.4762,0.3701,0.4241,0.4762,True,0,0,70,77,,0.0,,0.5,0.5238,0.0,0.573,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,EURUSD,isolation_forest,exponential,152,71,81,0.4671,0.3358,0.3839,0.4671,True,2,9,69,72,0.1818,0.0282,0.0488,0.4585,0.4868,0.1111,0.5505,0.0985,2.0,9.0,69.0,72.0,0.1818,0.0282,0.0488,0.4585,0.4868,0.1111
Chinese real estate,USOIL,omnianomaly,exponential,147,70,77,0.4762,0.5358,0.5968,0.4762,True,11,0,59,77,1.0,0.1571,0.2716,0.5786,0.5986,0.0,0.3659,0.0938,12.0,1.0,58.0,76.0,0.9231,0.1714,0.2892,0.5792,0.5986,0.013
Chinese real estate,GOLD,omnianomaly,exponential,147,70,77,0.4762,0.6902,0.6172,0.4762,True,6,4,64,73,0.6,0.0857,0.15,0.5169,0.5374,0.0519,0.2712,0.0938,57.0,39.0,13.0,38.0,0.5938,0.8143,0.6867,0.6539,0.6463,0.5065
Chinese real estate,EURUSD,omnianomaly,exponential,152,71,81,0.4671,0.2547,0.3537,0.4671,True,3,11,68,70,0.2143,0.0423,0.0706,0.4532,0.4803,0.1358,0.3534,0.0985,9.0,13.0,62.0,68.0,0.4091,0.1268,0.1935,0.4831,0.5066,0.1605
Chinese real estate,USOIL,one_class_svm,exponential,147,70,77,0.4762,0.6586,0.7017,0.4762,True,5,0,65,77,1.0,0.0714,0.1333,0.5357,0.5578,0.0,1.9226,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,GOLD,one_class_svm,exponential,147,70,77,0.4762,0.6013,0.5643,0.4762,True,6,0,64,77,1.0,0.0857,0.1579,0.5429,0.5646,0.0,0.2057,0.0938,2.0,0.0,68.0,77.0,1.0,0.0286,0.0556,0.5143,0.5374,0.0
Chinese real estate,EURUSD,one_class_svm,exponential,152,71,81,0.4671,0.3033,0.3696,0.4671,True,4,10,67,71,0.2857,0.0563,0.0941,0.4664,0.4934,0.1235,0.464,0.0985,2.0,5.0,69.0,76.0,0.2857,0.0282,0.0513,0.4832,0.5132,0.0617
Chinese real estate,USOIL,standalone_fanogan,arccosh,147,70,77,0.4762,0.5011,0.5211,0.4762,True,2,0,68,77,1.0,0.0286,0.0556,0.5143,0.5374,0.0,0.0452,0.0938,66.0,75.0,4.0,2.0,0.4681,0.9429,0.6256,0.4844,0.4626,0.974
Chinese real estate,GOLD,standalone_fanogan,arccosh,147,70,77,0.4762,0.3232,0.3778,0.4762,True,3,8,67,69,0.2727,0.0429,0.0741,0.4695,0.4898,0.1039,0.1531,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,EURUSD,standalone_fanogan,arccosh,152,71,81,0.4671,0.3384,0.3796,0.4671,True,1,3,70,78,0.25,0.0141,0.0267,0.4885,0.5197,0.037,0.024,0.0985,0.0,0.0,71.0,81.0,,0.0,,0.5,0.5329,0.0
Chinese real estate,USOIL,standalone_fanogan,arctan,147,70,77,0.4762,0.2722,0.3651,0.4762,True,1,2,69,75,0.3333,0.0143,0.0274,0.4942,0.517,0.026,0.0148,0.0938,3.0,8.0,67.0,69.0,0.2727,0.0429,0.0741,0.4695,0.4898,0.1039
Chinese real estate,GOLD,standalone_fanogan,arctan,147,70,77,0.4762,0.2647,0.3549,0.4762,True,0,2,70,75,0.0,0.0,,0.487,0.5102,0.026,0.0144,0.0938,0.0,1.0,70.0,76.0,0.0,0.0,,0.4935,0.517,0.013
Chinese real estate,EURUSD,standalone_fanogan,arctan,152,71,81,0.4671,0.4726,0.5227,0.4671,True,2,1,69,80,0.6667,0.0282,0.0541,0.5079,0.5395,0.0123,0.0104,0.0985,4.0,1.0,67.0,80.0,0.8,0.0563,0.1053,0.522,0.5526,0.0123
Chinese real estate,USOIL,standalone_fanogan,cosine,147,70,77,0.4762,0.3362,0.4017,0.4762,True,3,1,67,76,0.75,0.0429,0.0811,0.5149,0.5374,0.013,0.131,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,GOLD,standalone_fanogan,cosine,147,70,77,0.4762,0.3499,0.3888,0.4762,True,2,4,68,73,0.3333,0.0286,0.0526,0.4883,0.5102,0.0519,0.1673,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,EURUSD,standalone_fanogan,cosine,152,71,81,0.4671,0.5728,0.513,0.4671,True,2,3,69,78,0.4,0.0282,0.0526,0.4956,0.5263,0.037,0.1596,0.0985,62.0,61.0,9.0,20.0,0.5041,0.8732,0.6392,0.5601,0.5395,0.7531
Chinese real estate,USOIL,standalone_fanogan,exponential,147,70,77,0.4762,0.3683,0.3946,0.4762,True,2,9,68,68,0.1818,0.0286,0.0494,0.4558,0.4762,0.1169,0.3991,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,GOLD,standalone_fanogan,exponential,147,70,77,0.4762,0.3291,0.4207,0.4762,True,7,14,63,63,0.3333,0.1,0.1538,0.4591,0.4762,0.1818,0.2309,0.0938,4.0,8.0,66.0,69.0,0.3333,0.0571,0.0976,0.4766,0.4966,0.1039
Chinese real estate,EURUSD,standalone_fanogan,exponential,152,71,81,0.4671,0.4171,0.403,0.4671,True,1,9,70,72,0.1,0.0141,0.0247,0.4515,0.4803,0.1111,0.2059,0.0985,1.0,6.0,70.0,75.0,0.1429,0.0141,0.0256,0.47,0.5,0.0741
Chinese real estate,USOIL,tranad,exponential,147,70,77,0.4762,0.2872,0.3543,0.4762,True,0,4,70,73,0.0,0.0,,0.474,0.4966,0.0519,0.0344,0.0938,38.0,58.0,32.0,19.0,0.3958,0.5429,0.4578,0.3948,0.3878,0.7532
Chinese real estate,GOLD,tranad,exponential,147,70,77,0.4762,0.3197,0.3789,0.4762,True,0,0,70,77,,0.0,,0.5,0.5238,0.0,0.034,0.0938,44.0,61.0,26.0,16.0,0.419,0.6286,0.5029,0.4182,0.4082,0.7922
Chinese real estate,EURUSD,tranad,exponential,152,71,81,0.4671,0.4738,0.5206,0.4671,True,0,0,71,81,,0.0,,0.5,0.5329,0.0,0.0271,0.0985,54.0,66.0,17.0,15.0,0.45,0.7606,0.5654,0.4729,0.4539,0.8148
Chinese real estate,USOIL,usad,exponential,147,70,77,0.4762,0.6716,0.7053,0.4762,True,4,0,66,77,1.0,0.0571,0.1081,0.5286,0.551,0.0,1.6823,0.0938,0.0,0.0,70.0,77.0,,0.0,,0.5,0.5238,0.0
Chinese real estate,GOLD,usad,exponential,147,70,77,0.4762,0.5935,0.5335,0.4762,True,2,1,68,76,0.6667,0.0286,0.0548,0.5078,0.5306,0.013,1.5027,0.0938,2.0,5.0,68.0,72.0,0.2857,0.0286,0.0519,0.4818,0.5034,0.0649
Chinese real estate,EURUSD,usad,exponential,152,71,81,0.4671,0.4855,0.4552,0.4671,True,0,0,71,81,,0.0,,0.5,0.5329,0.0,1.5211,0.0985,0.0,2.0,71.0,79.0,0.0,0.0,,0.4877,0.5197,0.0247
Chinese real estate,USOIL,vae,exponential,147,70,77,0.4762,0.4568,0.5028,0.4762,True,3,1,67,76,0.75,0.0429,0.0811,0.5149,0.5374,0.013,0.6237,0.0938,1.0,0.0,69.0,77.0,1.0,0.0143,0.0282,0.5071,0.5306,0.0
Chinese real estate,GOLD,vae,exponential,147,70,77,0.4762,0.5948,0.5748,0.4762,True,3,0,67,77,1.0,0.0429,0.0822,0.5214,0.5442,0.0,,,,,,,,,,,,
Chinese real estate,EURUSD,vae,exponential,152,71,81,0.4671,0.3622,0.464,0.4671,True,6,2,65,79,0.75,0.0845,0.1519,0.5299,0.5592,0.0247,,,,,,,,,,,,
Iran 2025,USOIL,anomaly_transformer,exponential,106,40,66,0.3774,0.4436,0.3534,0.3774,True,40,66,0,0,0.3774,1.0,0.5479,0.5,0.3774,1.0,0.011,0.0938,0.0,0.0,40.0,66.0,,0.0,,0.5,0.6226,0.0
Iran 2025,GOLD,anomaly_transformer,exponential,106,40,66,0.3774,0.6277,0.4287,0.3774,True,25,25,15,41,0.5,0.625,0.5556,0.6231,0.6226,0.3788,0.0016,0.0938,25.0,22.0,15.0,44.0,0.5319,0.625,0.5747,0.6458,0.6509,0.3333
Iran 2025,EURUSD,anomaly_transformer,exponential,107,41,66,0.3832,0.2894,0.3011,0.3832,True,10,30,31,36,0.25,0.2439,0.2469,0.3947,0.4299,0.4545,0.0033,0.0985,6.0,14.0,35.0,52.0,0.3,0.1463,0.1967,0.4671,0.5421,0.2121
Iran 2025,USOIL,autoencoder,exponential,106,40,66,0.3774,0.4106,0.3272,0.3774,True,25,47,15,19,0.3472,0.625,0.4464,0.4564,0.4151,0.7121,0.3026,0.0938,0.0,0.0,40.0,66.0,,0.0,,0.5,0.6226,0.0
Iran 2025,GOLD,autoencoder,exponential,106,40,66,0.3774,0.5977,0.3924,0.3774,True,27,27,13,39,0.5,0.675,0.5745,0.633,0.6226,0.4091,,,,,,,,,,,,
Iran 2025,EURUSD,autoencoder,exponential,107,41,66,0.3832,0.1286,0.2513,0.3832,True,5,41,36,25,0.1087,0.122,0.1149,0.2504,0.2804,0.6212,,,,,,,,,,,,
Iran 2025,USOIL,cnn_autoencoder,exponential,106,40,66,0.3774,0.3318,0.2902,0.3774,True,1,12,39,54,0.0769,0.025,0.0377,0.4216,0.5189,0.1818,0.0295,0.0938,1.0,4.0,39.0,62.0,0.2,0.025,0.0444,0.4822,0.5943,0.0606
Iran 2025,GOLD,cnn_autoencoder,exponential,106,40,66,0.3774,0.6121,0.4009,0.3774,True,3,12,37,54,0.2,0.075,0.1091,0.4466,0.5377,0.1818,,,,,,,,,,,,
Iran 2025,EURUSD,cnn_autoencoder,exponential,107,41,66,0.3832,0.0358,0.2292,0.3832,True,0,2,41,64,0.0,0.0,,0.4848,0.5981,0.0303,,,,,,,,,,,,
Iran 2025,USOIL,dagmm,exponential,106,40,66,0.3774,0.772,0.6575,0.3774,True,20,10,20,56,0.6667,0.5,0.5714,0.6742,0.717,0.1515,10.8457,0.0938,2.0,0.0,38.0,66.0,1.0,0.05,0.0952,0.525,0.6415,0.0
Iran 2025,GOLD,dagmm,exponential,106,40,66,0.3774,0.2773,0.2738,0.3774,True,0,8,40,58,0.0,0.0,,0.4394,0.5472,0.1212,2.6027,0.0938,0.0,4.0,40.0,62.0,0.0,0.0,,0.4697,0.5849,0.0606
Iran 2025,EURUSD,dagmm,exponential,107,41,66,0.3832,0.3197,0.3026,0.3832,True,0,3,41,63,0.0,0.0,,0.4773,0.5888,0.0455,1.7849,0.0985,0.0,2.0,41.0,64.0,0.0,0.0,,0.4848,0.5981,0.0303
Iran 2025,USOIL,deep_svdd,exponential,106,40,66,0.3774,0.3875,0.3188,0.3774,True,32,63,8,3,0.3368,0.8,0.4741,0.4227,0.3302,0.9545,0.001,0.0938,0.0,0.0,40.0,66.0,,0.0,,0.5,0.6226,0.0
